id,text,mes_date,views,mes_title,mes_description
169,2 вакансии в azur games game analyst junior game analyst azur games международный разработчик и издатель мобильных игр ищет артур мостовой его пост откликаться ему в личку gamedev analyst gameanalyst junior вакансия,2018-06-22 08:45:10+00:00,800.0,none,none
170,data scientist на коммерческое направление в мегафон описание вакансии откликаться по ссылке analyst datascientist ml python вакансия,2018-06-22 13:45:31+00:00,828.0,none,none
171,вакансии для аналитиков в ostrovok ru product analyst metasearch marketing analyst junior analyst ostrovok ru сервис онлайн бронирования отелей ищет маргарита маханькова analyst productanalyst marketinganalyst вакансия,2018-06-25 08:00:06+00:00,778.0,none,none
172,performance campaign analyst в iponweb компания занимается разработкой рекламных rtb платформ с использованием высоконагруженных систем и большим объемом данных ищет яна калашникова ее пост откликнуться можно яне в личку analyst marketinganalyst вакансия,2018-06-25 13:10:22+00:00,776.0,none,none
173,product analyst в e commerce проект 13 лет на рынке задачи планировать и анализировать продажи в интернет магазине анализировать и сегментировать базу клиентов участвовать в создании data driven маркетинга удалённая работа подробнее ищет оксана прутьянова analyst productanalyst remotework вакансия,2018-06-26 08:00:43+00:00,770.0,none,none
174,вакансии в звук продуктовый аналитик lead data scientist звук музыкальный стриминговый сервис ищет татьяна акулич ее пост откликнуться можно ей в личку в почту и в телеграм analyst productanalyst datascientist lead вакансия,2018-06-26 12:45:05+00:00,815.0,none,none
175,аналитик стажёр в команду вконтакте спб полноценная оплачиваемая работа под руководством опытных специалистов подробнее откликаться на сайте компании python pandas analyst вакансия intern,2018-06-27 08:25:11+00:00,769.0,none,none
176,junior аналитик слоты в kamagames studio студия создает игры с 2010 года и является мировым законодателем мод в жанре social casino на мобильных платформах релокация в москву из других регионов ищет мария колесникова её пост откликаться на почту либо в личку gamedev analyst вакансия,2018-06-27 13:25:45+00:00,805.0,none,none
178,вакансии в doc продуктовый аналитик data scientist doc первая в россии и самая крупная мобильная клиника digital health company компания постоянно экспериментирует и создает продукты улучшающие и оптимизирующие работу врачей используя ml ai big data так и старую добрую математику ищет илья ларченко его пост откликнуться можно ему в личку или на analyst productanalyst datascientist вакансия,2018-06-28 10:15:37+00:00,755.0,none,none
179,web analyst в wrike система для управления проектами онлайн обеспечивающая прозрачность данных и полный контроль над задачами спб описание вакансии ищет мария ющенко откликнуться можно ей в телеграм analyst webanalyst вакансия,2018-06-28 13:46:39+00:00,797.0,none,none
180,product analyst b2b в международный сервис такси одна из самых быстрорастущих компаний рунета по данным российского forbes 250к задачи пересмотреть текущие b2b продукты и оценить их эффективность на основе этих данных и сравнительного тестирования ho b2b и ho b2b product создать стратегию продукта на единой b2b платформе подробнее ищет оксана прутьянова analyst productanalyst b2b вакансия,2018-06-29 08:00:32+00:00,768.0,none,none
181,product analyst в qlean в customers acqusition team qlean крупнейший в россии и 3 й в мире сервис по заказу уборки частных квартир it платформа которая связывает клиентов и клинеров ищет валерия коваленко ее пост откликнуться можно ей в личку analyst productanalyst вакансия,2018-06-29 13:41:52+00:00,814.0,none,none
182,для диджитал аналитиков лучшие вакансии за июнь new hr вручную собрал для вас самые интересные вакансии из проверенных ит и диджитал компаний вакансии от 34 компаний вконтакте яндекс mail ru мегафон ostrovok ru втб ситимобил мтс nvidia snap тинькофф и т д ссылка на дайджест каждый день мы постим новые вакансии для диджитал аналитиков telegram vkontakte facebook подписывайтесь чтобы разместить свою вакансию пишите ,2018-07-02 09:30:16+00:00,806.0,none,none
183,data scientist nlp scientist в аналитическую систему yva ai искусственный интеллект yva анализирует данные о работе сотрудников в режиме реального времени через почту и другие информационные ресурсы и на основе полученных данных генерирует эффективные идеи которые помогают оптимизировать работу сотрудников описание вакансии ищет давид ян его пост благодарность за успешную рекомендацию сработавшую до 20 июля откликаться светлане бушевой на analyst datascientist ai вакансия,2018-07-02 13:30:41+00:00,1898.0,none,none
184,старший аналитик маркетинга в яндекс дзен сервис персональных рекомендаций яндекса встроенный в яндекс браузер мобильное приложение и главную страницу яндекса использует технологии машинного обучения строить систему и процессы маркетинговой аналитики описание вакансии ищет константин иванов его пост откликаться на сайте компании analyst marketinganalyst вакансия,2018-07-03 08:05:09+00:00,1864.0,none,none
185,младший веб аналитик в icontext крупнейшее независимое интернет агентство россии основанное в 2002 году специализируются на omni digital marketing и придерживаются подхода performance marketing описание вакансии ищет сергей шульга его пост откликаться можно ему в личку или на analyst webanalyst вакансия,2018-07-03 13:36:19+00:00,919.0,none,none
186,public equity аналитик в департамент слияний и поглощений mail ru group ищет андрей молчанов его пост откликаться на почту analyst вакансия,2018-07-04 08:23:37+00:00,850.0,none,none
187,ux аналитик в ашманов и партнеры агентство специализируется на представлении комплексных услуг по продвижению бизнеса в интернете а также разработке технологий и полезных сервисов для интернет маркетологов описание вакансии откликаться по ссылке analyst ux вакансия,2018-07-04 13:23:00+00:00,876.0,none,none
188,аналитик marketplace efficiency в яндекс такси сервис для онлайн заказа такси через мобильное приложение и веб интерфейс подробнее о вакансии откликаться на почту analyst вакансия,2018-07-05 08:05:28+00:00,823.0,none,none
189,подборка вакансий для аналитиков в avito руководитель отдела бизнес аналитики bi аналитик bi аналитик avito сервис для размещения объявлений о товарах и услугах от частных лиц и компаний занимающий второе место в мире и первое в россии среди онлайн классифайдов ищет екатерина снегирёва её пост откликаться по ссылкам analyst bi headofbi вакансия,2018-07-05 12:35:02+00:00,927.0,none,none
190,аналитик направления монетизации в одноклассники крупнейшая развлекательная социальная сеть в россии принадлежащая mail ru group описание вакансии ищет егор данилов его пост откликаться через hh analyst ivas вакансия,2018-07-06 08:21:00+00:00,819.0,none,none
191,head of data science в people ai платформа на основе искусственного интеллекта для управления отделом продаж она помогает повысить эффективность сейлз команд анализируя их производительность и предоставляя рекомендации по закрытию сделок сан франциско подробнее о вакансии ищет артём высоцкий его пост откликаться по ссылке analyst datascientist headofdatascience ml ai вакансия,2018-07-06 13:47:30+00:00,905.0,none,none
192,ведущий системный аналитик в usetech компания оказывает полный спектр услуг в области заказной разработки программного обеспечения независимого тестирования и it консалтинга проект с крупной ритейл компанией подробнее analyst вакансия,2018-07-09 09:46:52+00:00,790.0,none,none
193,head of system analysis в лабораторию касперского международная компания специализирующаяся на разработке систем защиты от компьютерных вирусов спама хакерских атак и прочих киберугроз описание вакансии и форма для отклика analyst вакансия headofanalysis headofanalytics вакансия,2018-07-09 13:46:49+00:00,826.0,none,none
194,системный аналитик в ecommpay провайдер инновационных и уникальных платежных решений для широкого круга проектов e и m ecommerce подробнее о вакансии откликаться по ссылке analyst вакансия,2018-07-10 08:03:48+00:00,701.0,none,none
195,менеджер по монетизации в mytarget рекламная платформа mail ru объединяющая мобильную аудиторию крупнейших в россии и снг сервисов и социальных сетей описание вакансии ищет станислав сыченков его пост откликаться на сайте компании или станиславу в личку analyst traffic вакансия,2018-07-10 09:00:16+00:00,817.0,none,none
196,data scientist в cindicator финтех компания разрабатывающая аналитические продукты на основе технологии гибридного интеллекта помогая трейдерам и инвесторам эффективно управлять активами на традиционных финансовых и крипторынках гибкий график работы описание вакансии и форма для отклика analyst datascientist вакансия,2018-07-10 14:00:51+00:00,881.0,none,none
197,веб аналитик в яндекс деньги сервис электронных платежей москва или санкт петербург описание вакансии ищет николай федянин его пост откликаться через hh analyst web webanalyst вакансия,2018-07-11 08:01:50+00:00,772.0,none,none
198,data warehouse engineer в nvidia американская компания один из крупнейших разработчиков графических ускорителей и процессоров а также наборов системной логики описание вакансии ищет анастасия третьяк её пост откликаться на сайте компании analyst dataengineer вакансия,2018-07-11 13:30:19+00:00,821.0,none,none
199,head of product analytics в команду вконтакте санкт петербург строить с нуля отдел продуктовой аналитики vk за успешную рекомендацию благодарность в виде 100к и экскурсии по офису компании ищет иван козлов его пост откликаться ивану в личку analyst productanalyst headofanalytics вакансия,2018-07-12 10:01:37+00:00,732.0,none,none
200,аналитик в яндекс автобусы сервис который позволяет купить билеты на автобусные рейсы по россии и странам снг а также узнать актуальное расписание цены и как добраться из одного пункта в другой на автобусе ищет михаил томшинский его пост откликаться михаилу в личку analyst вакансия,2018-07-12 13:25:30+00:00,777.0,none,none
201,data scientist прогнозирование в ozon один из первых российских проектов электронной коммерции в сегменте в2с входит в топ 7 интернет ритейлеров по версии data insight описание вакансии откликаться на сайте компании analyst datascientist вакансия,2018-07-12 14:30:52+00:00,828.0,none,none
202,стратегический аналитик в департамент информационных технологий москвы нужен аналитик с опытом в консалтинге телекоме вендорах интеграторах ищет полина хайретдинова её пост откликаться и задавать вопросы полине в личку analyst вакансия,2018-07-13 08:03:06+00:00,745.0,none,none
203,middle senior data scientist в сбербанк блок риски 150к 300к ищет иван трусов подробнее о вакансии в его посте откликаться на почту analyst datascientist вакансия,2018-07-13 13:35:15+00:00,791.0,none,none
204,руководитель аналитики в яндекс еда сервис удобной и быстрой доставки еды из ресторанов описание вакансии откликатьья по ссылке analyst headofanalytics вакансия,2018-07-13 14:07:51+00:00,841.0,none,none
205,web analyst в wrike система для управления проектами онлайн обеспечивающая прозрачность данных и полный контроль над задачами санкт петербург гибкий график описание вакансии ищет юлия туркеева её пост откликаться по ссылке analyst web webanalyst вакансия,2018-07-16 08:05:33+00:00,659.0,none,none
206,data analyst в scorum спортивный медиаресурс с интеграцией блокчейна новый тип медиа который вознаграждает своих активных пользователей авторы получают доход за добавление публикации или комментария а читатели за поддержку контента своим голосом 900 минск релокация подробности и форма для отклика analyst relocation вакансия,2018-07-16 10:05:25+00:00,691.0,none,none
207,аналитик bi в factorymarket международный инновационный проект объединяющий в себе лучшие практики из электронной коммерции и оффлайн торговли воплощают в жизнь концепцию интегрированных продаж omni channel ищет дмитрий савченко его пост откликаться в личку или на почту analyst bi вакансия,2018-07-16 12:05:53+00:00,715.0,none,none
208,вакансии для аналитиков в branch sr data scientist business intelligence analyst branch сервис занимающийся глубокими ссылками он позволяет пользователю кликнуть на ссылку на своем мобильном устройстве и увидеть контент даже без установленного для этого приложения поскольку он автоматически генерирует превью для веба ищет игорь гонебный его пост откликаться по ссылкам analyst datascientist вакансия,2018-07-16 14:05:40+00:00,811.0,none,none
209,руководитель отдела аналитики в крупный интернет портал с огромной аудиторией задачи возглавить отдел аналитики в компании развитие существующей команды и набор новых сотрудников инициировать и управлять проектами по сбору и хранению данных выстроить систему отчетности и разработать dashboards гибкий график уютный офис в центре подробнее ищет оксана прутьянова analyst headofanalytics вакансия,2018-07-17 08:00:10+00:00,716.0,none,none
210,руководитель аналитического центра на проект по созданию исследовательского центра изучения цифровых навыков и формирования цифровых паспортов проект с нуля в партнерстве с крупнейшим отечественным вузом ищет дмитрий волошин его пост откликаться дмитрию в личку analyst headofanalytics вакансия,2018-07-17 12:02:45+00:00,786.0,none,none
211,data engineer в x5 retail group ведущая компания розничной торговли объединяющая три торговые сети пятерочка перекресток карусель строить архитектуру с 0 на новом проекте по внедрению big data описание вакансии откликаться по ссылке analyst dataengineer bigdata вакансия,2018-07-17 15:02:18+00:00,823.0,none,none
212,руководитель отдела аналитики в иннова игровая data driven компания издатель компьютерных и мобильных игр описание вакансии откликаться по ссылке analyst headofanalytics вакансия,2018-07-18 08:50:21+00:00,699.0,none,none
213,системный аналитик в edisoft международный провайдер электронного документооборота интегратор и разработчик решений для автоматизации бизнеса с офисами в санкт петербурге смоленске таллине риге вильнюсе санкт петербург подробнее о вакансии откликаться по ссылке analyst вакансия systemsanalyst,2018-07-18 13:50:14+00:00,761.0,none,none
214,data scientist в домклик сервис для поиска и покупки недвижимости в ипотеку от сбербанка ищет никита кузнецов его пост откликаться и задавать вопросы никите в личку analyst datascientist вакансия,2018-07-18 15:03:57+00:00,803.0,none,none
215,аналитик игровых проектов в plamee студия разработчик мобильных f2p игр входит в состав международной игровой компании playtech санкт петербург релокация подробнее о вакансии откликаться по ссылке analyst gamedev вакансия,2018-07-19 08:03:05+00:00,665.0,none,none
216,директор департамента бизнес аналитики в шеф маркет лидирующая компания на рынке доставки продуктов с рецептами ищет никита карпов его пост откликаться на почту analyst businessanalyst headofanalytics вакансия,2018-07-19 09:58:29+00:00,704.0,none,none
217,вакансии в диджитал команду северстали data scientist руководитель проектов data science team lead data scientist северсталь одна из крупнейших в мире вертикально интегрированных сталелитейных и горнодобывающих компаний компания активно развивает digital направление проекты в области глубокой аналитики данных и ml analyst datascientist headofprojects teamlead datascience вакансия,2018-07-19 12:07:36+00:00,788.0,none,none
219,data scientist в отдел машинного обучения rambler co ищет дарья туманова ее пост откликнуться можно ей в телеграм datascientist вакансия ml,2018-07-19 14:16:32+00:00,815.0,none,none
220,data analyst в exness одна из лидирующих финтех компаний на международном валютном рынке разрабатывающая собственные финансовые продукты и сервисы кипр релокация подробнее откликаться на сайте компании или на почту analyst python relocation вакансия,2018-07-20 08:17:58+00:00,681.0,none,none
221,data scientist в ozon на задачу по прогнозированию спроса описание вакансии ищет анна панкратьева ее пост откликнуться можно через сайт компании analyst datascientist вакансия,2018-07-20 11:39:57+00:00,728.0,none,none
222,data scientist в утконос интернет гипермаркет и сервис доставки продуктов в москве ищет максим бахтин его пост откликнуться можно на и analyst datascientist вакансия,2018-07-20 13:39:18+00:00,772.0,none,none
223,веб аналитик в appbooster агентство комплексного продвижения мобильных приложений и одноименный автоматизированный сервис самара ищет давид бибулян его пост откликнуться можно ему в личку analyst webanalyst вакансия,2018-07-20 14:30:42+00:00,820.0,none,none
224,чемпионат на платформе ml bootcamp в mail ru group участники будут создавать алгоритмы для предсказания отклика аудитории на интернет опросы и автоматизации маркетинговых исследований можно выиграть призы и или стать специалистом по data science в mail ru group регистрация по ссылке рекомендуем analyst ml datascience,2018-07-23 08:53:21+00:00,685.0,none,none
225,вакансии в bcg gamma analytics associate data scientist senior data scientist bcg boston consulting group международная консалтинговая компания bcg gamma это особое подразделение компании объединяющее ученых мирового класса и бизнес консультантов специализирующихся на продвинутой аналитике описание вакансий ищет леонид жуков его пост откликнуться можно через форму по ссылке выше analyst datascientist senior вакансия,2018-07-23 10:19:30+00:00,724.0,none,none
226,crm аналитик в циан крупнейший интернет сервис для покупателей и арендаторов жилья самая большая и актуальная база объявлений регулярно обновляемая за счет запуска новых сервисов и расширения географии представленных объектов релокация в москву для кандидатов из других городов описание вакансии откликаться по ссылке analyst вакансия,2018-07-23 12:19:30+00:00,770.0,none,none
227,веб аналитик в атол крупнейший разработчик и производитель оборудования и программного обеспечения для автоматизации предприятий торгового и ресторанного бизнеса сферы услуг азс и гзс платежных терминалов и вендинговых аппаратов а также поставщик готовых решений для автоматизации ищет родион горин его пост откликнуться можно ему в личку analyst webanalyst вакансия,2018-07-23 14:19:36+00:00,826.0,none,none
228,аналитик в аналитический центр brand analytics система мониторинга и анализа бренда в социальных медиа и сми ищет светлана крылова ее пост ящик вина за рекомендацию успешного кандидата откликнуться можно к ней в личку analyst вакансия,2018-07-24 08:30:01+00:00,709.0,none,none
229,big data engineer analyst в mail ru group ищет елена иножарская ее пост откликнуться можно ей в личку analyst bigdata вакансия,2018-07-24 10:29:23+00:00,745.0,none,none
230,аналитик по математическим методам моделирования в пятерочка офис российская торговая сеть продовольственных магазинов формата у дома находится в управлении компании x5 retail group компания также занимается исследованием внешних и внутренних факторов влияющих на потребительский спрос с помощью методов машинного обучения описание вакансии ищет елена фатыхова ее пост откликнуться можно ей в личку или через hh analyst ml вакансия,2018-07-24 13:29:20+00:00,807.0,none,none
231,senior machine learning specialist data scientist на платформу для интеграции корпоративных сервисов от 250к 300к готовы обсуждать выше задачи интеграция со сторонними сервисами где используется машинное обучение улучшение системы рекомендаций дальнейших шагов интеграции маппинг данных при переносе и интеграции различных систем стек ruby on rails java go node js удалённая работа командировки в сша возможна релокация в сингапур подробнее ищет ксения зуева analyst datascientist ml senior java go nodejs remotework relocation вакансия,2018-07-25 07:58:00+00:00,707.0,none,none
232,data scientist в propeller ads это международная рекламная сеть основные усилия которой направлены на создание самой удобной эффективной и надежной рекламной платформы ищет ирина кузьменкова ее пост резюме присылать ольге спасской на analyst datascientist вакансия,2018-07-25 09:58:16+00:00,727.0,none,none
233,бизнес аналитик в банки ру крупнейший независимый финансово информационный портал о банках и банковских услугах описание вакансии analyst вакансия,2018-07-25 11:58:44+00:00,757.0,none,none
234,продуктовый аналитик в rick ai робот аналитик который присылает клиентам гипотезы что изменить в продукте чтобы больше зарабатывать описание вакансии кандидат которого отберут пройдет курс product heroes бесплатно ищет илья красинский его пост analyst productanalyst вакансия,2018-07-25 13:59:01+00:00,839.0,none,none
235,product analyst в e commerce проект 13 лет на рынке задачи планировать и анализировать продажи в интернет магазине анализировать и сегментировать базу клиентов участвовать в создании data driven маркетинга удалённая работа подробнее ищет оксана прутьянова analyst productanalyst remotework вакансия,2018-07-26 07:58:07+00:00,769.0,none,none
236,аналитик специалист по удержанию пользователей в продуктовую команду компании бизнес партнер компания предоставляет полный комплекс услуг по разработке и сопровождению it стратегии развития программного обеспечения включая internet сайты любой сложности и управлению проектами по трафикообразованию и лидогенерации описание вакансии analyst вакансия,2018-07-26 13:58:26+00:00,807.0,none,none
237,game analyst в devtodev универсальная аналитическая платформа для разработчиков мобильных и веб приложений которая позволяет получать полную информацию от статистики маркетов до подробной аналитики поведения пользователей приложения пермь или удалённо подробнее о вакансии ищет василий сабиров его пост откликаться на gamedev analyst gameanalyst remotework вакансия,2018-07-27 08:11:04+00:00,729.0,none,none
238,data scientist в neuron digital it партнер медиахолдинга news media компания занимается работой над сложными web сервисами начиная с media порталов с многомиллионной ежедневной аудиторией заканчивая сервисами на основе машинного обучения рекомендательные системы системы распознавания образов нижний новгород описание вакансии analyst datascientist вакансия,2018-07-27 10:11:17+00:00,870.0,none,none
239,руководитель аналитического отдела в digital агентство media108 описание вакансии откликнуться можно на или через hh analyst headofanalytics вакансия,2018-07-27 14:11:26+00:00,873.0,none,none
240,аналитик стратег в secret sauce студия маркетинговых решений подробнее о вакансии откликаться на analyst вакансия,2018-07-30 08:15:12+00:00,703.0,none,none
241,аналитик на международный fintech продукт ищет артем петров его пост откликаться в личку analyst вакансия,2018-07-30 10:15:31+00:00,748.0,none,none
242,старший web аналитик в тасс центральное государственное информационное агентство россии описание вакансии подробности analyst webanalyst вакансия,2018-07-30 12:15:17+00:00,806.0,none,none
243,data scientist в appodeal сервис оптимизации доходов от мобильной рекламы минск возможна релокация командировки по всему миру описание вакансии и форма для отклика analyst datascientist relocation вакансия,2018-07-30 13:55:15+00:00,828.0,none,none
244,руководитель отдела аналитики в везёт крупнейший в россии по количеству заказов сервис заказа такси описание вакансии ищет галина работько её пост analyst headofanalytics вакансия,2018-07-31 08:15:48+00:00,747.0,none,none
245,интернет маркетолог web аналитик в cashwagon международная компания предоставляющая цифровые финансовые услуги fintech на рынках азиатско тихоокеанского региона сингапур вьетнам малайзия индонезия шри ланка филиппины и др описание вакансии ищет полина аталай её пост резюме присылать на analyst webanalyst marketing вакансия,2018-07-31 12:12:39+00:00,800.0,none,none
246,руководитель группы аналитики в mos ru официальный портал мэра и правительства москвы описание вакансии analyst headofanalytics вакансия,2018-07-31 14:12:58+00:00,789.0,none,none
247,ведущий старший аналитик в мтс описание вакансии analyst вакансия,2018-08-01 08:15:16+00:00,656.0,none,none
248,для диджитал аналитиков лучшие вакансии за июль new hr вручную собрал для вас самые интересные вакансии из проверенных ит и диджитал компаний вакансии от 50 компаний яндекс mail ru avito лаборатория касперского mytarget nvidia вконтакте ozon сбербанк домклик rambler циан тасс и др ссылка на дайджест каждый день мы постим новые вакансии для диджитал аналитиков telegram vkontakte facebook подписывайтесь чтобы разместить свою вакансию пишите ,2018-08-01 10:11:09+00:00,753.0,none,none
249,специалист по машинному обучению в s media link компания разрабатывает по сайты мобильные приложения реализовывает идеи амбиции и бизнес по всему миру краснодар возможна удалённая работа описание вакансии ml analyst вакансия remotework,2018-08-01 14:15:43+00:00,783.0,none,none
250,data scientist nlp scientist в ai систему управления эффективностью бизнеса и вовлечения сотрудников 270к чем предстоит заниматься high load проект с сотнями миллионов документов и технологиями в области deep learning опционы в головной компании возможность релокации в кремниевую долину подробнее ищет оксана прутьянова analyst datascientist relocation вакансия ai ml,2018-08-02 08:00:25+00:00,670.0,none,none
251,аналитик в notamedia полносервисное рекламное агентство входит в топ 10 ключевых рейтингов рунета описание вакансии analyst вакансия,2018-08-02 10:28:52+00:00,671.0,none,none
252,senior data scientist в crewplanet компания разработала уникальную модель для поиска авиабилетов и продвигает её под торговой маркой c teleport от 200к роттердам помощь в релокации описание вакансии analyst datascientist relocation вакансия,2018-08-02 12:28:54+00:00,690.0,none,none
253,вакансии в infotech group интеграционный аналитик ведущий системный аналитик infotech group российская компания разработчик программного обеспечения для государственных структур крупных корпораций среднего и малого бизнеса analyst systemanalyst integrationanalyst вакансия,2018-08-02 13:28:13+00:00,729.0,none,none
254,data analyst в playme8 российская компания которая разрабатывает бесплатные игры для мобильных и социальных платформ иваново релокация описание вакансии analyst вакансия,2018-08-02 14:28:16+00:00,761.0,none,none
255,data scientist в одну из крупнейших рекламных сетей 150к 250к задачи обучение и анализ предиктивных моделей отклика пользователей на рекламные объявления разработка новых признаков пользователей и рекламных объявлений для применения в алгоритмах машинного обучения развитие методики проведения и анализа результатов а б экспериментов по внедрению новых алгоритмов в рекламную систему подробнее ищет оксана прутьянова analyst datascientist python вакансия,2018-08-03 07:58:40+00:00,697.0,none,none
256,аналитик в сделано российский сервис ремонтных услуг от основателя афиши ильи осколкова ценципера и партнера архитектурного бюро lofting ильи шаргаева описание вакансии ищет илья осколков ценципер его пост откликнуться можно на analyst вакансия,2018-08-03 10:00:10+00:00,752.0,none,none
257,продуктовый аналитик в waves platform децентрализованная блокчейн платформа предоставляющая широкий спектр инструментов токенизации для конечных пользователей разработчиков и бизнеса от 100к до 200к описание вакансии откликнуться можно на analyst productanalyst blockchain вакансия,2018-08-03 12:00:40+00:00,832.0,none,none
258,analyst в сингапурскую fintech компанию cashgwagon ведущая азиатская микрофинансовая компания которая ведет бизнес в 5 странах азии шри ланка филиппины индонезия вьетнам камбоджа также планируем запускать бизнес в малазии индии пакистане штаб квартира в сингапуре и в москве москва сити ищет антон чан его пост откликнуться можно ему в личку analyst вакансия,2018-08-03 13:30:20+00:00,914.0,none,none
259,data analyst в playrix является крупнейшей игровой компанией в россии и входит в топ 10 самых успешных мобильных разработчиков в мире возможна удаленная работа описание вакансии dataanlyst analyst remotework gamedev вакансия,2018-08-06 08:00:06+00:00,697.0,none,none
260,аналитик data менеджер в амедиатеку кросс платформенный онлайн кинотеатр принадлежащий компании амедиа тв одной из крупнейших кинокомпаний в россии производящих телесериалы телефильмы и телепрограммы подробнее резюме присылать на а вопросы задавать можно в телеграм analyst datamanager вакансия,2018-08-06 11:00:48+00:00,745.0,none,none
